datetime,Datetime,Temp,pH ,mV[pH],ORP[mV],EC,EC Abs,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
2021-11-17 22:28:00,11/17/2021 10:50:37 p. m.,16.63,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.809,58.9,4.18
2021-11-17 22:28:05,11/17/2021 10:50:42 p. m.,16.63,5.44,104.5,251.6,656,551,1.5,0.328,0.32,0,10.81,58.7,4.17
2021-11-17 22:28:10,11/17/2021 10:50:47 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.809,58.9,4.18
2021-11-17 22:28:15,11/17/2021 10:50:52 p. m.,16.63,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.809,59.3,4.21
2021-11-17 22:28:20,11/17/2021 10:50:57 p. m.,16.63,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.809,59.6,4.23
2021-11-17 22:28:25,11/17/2021 10:51:02 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.809,59.7,4.24
2021-11-17 22:28:30,11/17/2021 10:51:07 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.81,59.7,4.24
2021-11-17 22:28:35,11/17/2021 10:51:12 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.809,59.9,4.25
2021-11-17 22:28:40,11/17/2021 10:51:17 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.809,60.1,4.27
2021-11-17 22:28:45,11/17/2021 10:51:22 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.806,60.1,4.27
2021-11-17 22:28:50,11/17/2021 10:51:27 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.809,60,4.26
2021-11-17 22:28:55,11/17/2021 10:51:32 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.808,59.9,4.25
2021-11-17 22:29:00,11/17/2021 10:51:37 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.808,59.6,4.23
2021-11-17 22:29:05,11/17/2021 10:51:42 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.808,59.4,4.21
2021-11-17 22:29:10,11/17/2021 10:51:47 p. m.,16.63,5.44,104.5,251.7,656,551,1.5,0.328,0.32,0,10.809,59,4.19
2021-11-17 22:29:15,11/17/2021 10:51:52 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.807,59.1,4.19
2021-11-17 22:29:20,11/17/2021 10:51:57 p. m.,16.63,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.806,59.4,4.22
2021-11-17 22:29:25,11/17/2021 10:52:02 p. m.,16.62,5.44,104.6,251.7,656,551,1.5,0.328,0.32,0,10.804,59.8,4.25
2021-11-17 22:29:30,11/17/2021 10:52:07 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.805,60,4.26
2021-11-17 22:29:35,11/17/2021 10:52:12 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.807,60,4.26
2021-11-17 22:29:40,11/17/2021 10:52:17 p. m.,16.62,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.809,59.9,4.26
2021-11-17 22:29:45,11/17/2021 10:52:22 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.808,59.7,4.24
2021-11-17 22:29:50,11/17/2021 10:52:27 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.808,59.4,4.22
2021-11-17 22:29:55,11/17/2021 10:52:32 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.808,59.2,4.2
2021-11-17 22:30:00,11/17/2021 10:52:37 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.807,59.1,4.2
2021-11-17 22:30:05,11/17/2021 10:52:42 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.806,59.3,4.21
2021-11-17 22:30:10,11/17/2021 10:52:47 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.808,59.3,4.21
2021-11-17 22:30:15,11/17/2021 10:52:52 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.809,59.1,4.19
2021-11-17 22:30:20,11/17/2021 10:52:57 p. m.,16.62,5.44,104.6,251.6,655,551,1.5,0.328,0.32,0,10.81,58.9,4.18
2021-11-17 22:30:25,11/17/2021 10:53:02 p. m.,16.62,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.811,59.2,4.2
2021-11-17 22:30:30,11/17/2021 10:53:07 p. m.,16.61,5.44,104.6,251.6,656,551,1.5,0.328,0.32,0,10.81,59.6,4.23
2021-11-17 22:30:35,11/17/2021 10:53:12 p. m.,16.61,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.811,59.8,4.25
2021-11-17 22:30:40,11/17/2021 10:53:17 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.811,60.5,4.3
2021-11-17 22:30:45,11/17/2021 10:53:22 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.809,60.3,4.28
2021-11-17 22:30:50,11/17/2021 10:53:27 p. m.,16.61,5.44,104.6,251.5,656,551,1.5,0.328,0.32,0,10.81,60.2,4.27
2021-11-17 22:30:55,11/17/2021 10:53:32 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.81,61,4.33
2021-11-17 22:31:00,11/17/2021 10:53:37 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.809,61.4,4.36
2021-11-17 22:31:05,11/17/2021 10:53:42 p. m.,16.61,5.44,104.6,251.5,656,551,1.5,0.328,0.32,0,10.809,61.1,4.34
2021-11-17 22:31:10,11/17/2021 10:53:47 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.81,60.7,4.31
2021-11-17 22:31:15,11/17/2021 10:53:52 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.811,60.5,4.29
2021-11-17 22:31:20,11/17/2021 10:53:57 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.81,60.3,4.28
2021-11-17 22:31:25,11/17/2021 10:54:02 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.808,60.2,4.27
2021-11-17 22:31:30,11/17/2021 10:54:07 p. m.,16.6,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.808,59.9,4.25
2021-11-17 22:31:35,11/17/2021 10:54:12 p. m.,16.6,5.43,104.8,251.5,656,551,1.5,0.328,0.32,0,10.808,59.7,4.24
2021-11-17 22:31:40,11/17/2021 10:54:17 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.808,59.9,4.25
2021-11-17 22:31:45,11/17/2021 10:54:22 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.807,60.3,4.28
2021-11-17 22:31:50,11/17/2021 10:54:27 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.808,59.9,4.25
2021-11-17 22:31:55,11/17/2021 10:54:32 p. m.,16.61,5.43,104.8,251.5,656,551,1.5,0.328,0.32,0,10.806,59.5,4.23
2021-11-17 22:32:00,11/17/2021 10:54:37 p. m.,16.61,5.44,104.7,251.5,656,551,1.5,0.328,0.32,0,10.807,59.3,4.21
2021-11-17 22:32:05,11/17/2021 10:54:42 p. m.,16.6,5.44,104.6,251.5,656,551,1.5,0.328,0.32,0,10.808,59.4,4.22
2021-11-17 22:32:10,11/17/2021 10:54:47 p. m.,16.6,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.808,59.4,4.21
2021-11-17 22:32:15,11/17/2021 10:54:52 p. m.,16.6,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.81,59.2,4.2
2021-11-17 22:32:20,11/17/2021 10:54:57 p. m.,16.6,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.809,59.2,4.21
2021-11-17 22:32:25,11/17/2021 10:55:02 p. m.,16.6,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.809,59.7,4.24
2021-11-17 22:32:30,11/17/2021 10:55:07 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.806,60,4.26
2021-11-17 22:32:35,11/17/2021 10:55:12 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.808,60,4.26
2021-11-17 22:32:40,11/17/2021 10:55:17 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.808,60.7,4.31
2021-11-17 22:32:45,11/17/2021 10:55:22 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.806,60.7,4.31
2021-11-17 22:32:50,11/17/2021 10:55:27 p. m.,16.6,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.809,60.5,4.3
2021-11-17 22:32:55,11/17/2021 10:55:32 p. m.,16.6,5.44,104.7,251.6,656,551,1.5,0.328,0.32,0,10.809,60.2,4.28
2021-11-17 22:33:00,11/17/2021 10:55:37 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.809,60,4.26
2021-11-17 22:33:05,11/17/2021 10:55:42 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.81,59.7,4.24
2021-11-17 22:33:10,11/17/2021 10:55:47 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.809,59.4,4.22
2021-11-17 22:33:15,11/17/2021 10:55:52 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.808,59.1,4.19
2021-11-17 22:33:20,11/17/2021 10:55:57 p. m.,16.6,5.43,104.9,251.7,656,551,1.5,0.328,0.32,0,10.809,58.9,4.19
2021-11-17 22:33:25,11/17/2021 10:56:02 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.808,58.9,4.18
2021-11-17 22:33:30,11/17/2021 10:56:07 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.809,58.8,4.18
2021-11-17 22:33:35,11/17/2021 10:56:12 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.809,58.7,4.17
2021-11-17 22:33:40,11/17/2021 10:56:17 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.808,58.8,4.18
2021-11-17 22:33:45,11/17/2021 10:56:22 p. m.,16.6,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.809,59,4.19
2021-11-17 22:33:50,11/17/2021 10:56:27 p. m.,16.59,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.81,59.1,4.2
2021-11-17 22:33:55,11/17/2021 10:56:32 p. m.,16.59,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.809,59,4.19
2021-11-17 22:34:00,11/17/2021 10:56:37 p. m.,16.59,5.44,104.7,251.7,656,551,1.5,0.328,0.32,0,10.809,58.9,4.19
2021-11-17 22:34:05,11/17/2021 10:56:42 p. m.,16.59,5.44,104.8,251.7,656,551,1.5,0.328,0.32,0,10.811,59.1,4.2
2021-11-17 22:34:10,11/17/2021 10:56:47 p. m.,16.59,5.44,104.8,251.8,656,551,1.5,0.328,0.32,0,10.81,60.2,4.28
2021-11-17 22:34:15,11/17/2021 10:56:52 p. m.,16.59,5.43,104.8,251.7,656,551,1.5,0.328,0.32,0,10.809,61.1,4.34
2021-11-17 22:34:20,11/17/2021 10:56:57 p. m.,16.59,5.44,104.8,251.7,656,551,1.5,0.328,0.32,0,10.807,61,4.33
2021-11-17 22:34:25,11/17/2021 10:57:02 p. m.,16.59,5.44,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,61.5,4.37
2021-11-17 22:34:30,11/17/2021 10:57:07 p. m.,16.59,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.808,62.2,4.42
2021-11-17 22:34:35,11/17/2021 10:57:12 p. m.,16.59,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,61.8,4.39
2021-11-17 22:34:40,11/17/2021 10:57:17 p. m.,16.59,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,61.3,4.36
2021-11-17 22:34:45,11/17/2021 10:57:22 p. m.,16.58,5.44,104.8,251.8,656,551,1.5,0.328,0.32,0,10.811,61.1,4.35
2021-11-17 22:34:50,11/17/2021 10:57:27 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.807,60.9,4.33
2021-11-17 22:34:55,11/17/2021 10:57:32 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,60.5,4.3
2021-11-17 22:35:00,11/17/2021 10:57:37 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,60.4,4.29
2021-11-17 22:35:05,11/17/2021 10:57:42 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,60.7,4.32
2021-11-17 22:35:10,11/17/2021 10:57:47 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,61.1,4.34
2021-11-17 22:35:15,11/17/2021 10:57:52 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.81,61.2,4.35
2021-11-17 22:35:20,11/17/2021 10:57:57 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,61.3,4.35
2021-11-17 22:35:25,11/17/2021 10:58:02 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.808,61.2,4.35
2021-11-17 22:35:30,11/17/2021 10:58:07 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,61.1,4.34
2021-11-17 22:35:35,11/17/2021 10:58:12 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.809,60.9,4.33
2021-11-17 22:35:40,11/17/2021 10:58:17 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.808,60.7,4.31
2021-11-17 22:35:45,11/17/2021 10:58:22 p. m.,16.58,5.43,104.8,251.8,656,551,1.5,0.328,0.32,0,10.811,60.7,4.31
2021-11-17 22:35:50,11/17/2021 10:58:27 p. m.,16.58,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.811,60.7,4.31
2021-11-17 22:35:55,11/17/2021 10:58:32 p. m.,16.58,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.811,60.8,4.32
2021-11-17 22:36:00,11/17/2021 10:58:37 p. m.,16.58,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.81,60.8,4.32
2021-11-17 22:36:05,11/17/2021 10:58:42 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.811,60.5,4.3
2021-11-17 22:36:10,11/17/2021 10:58:47 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.814,60.3,4.29
2021-11-17 22:36:15,11/17/2021 10:58:52 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.812,60.4,4.29
2021-11-17 22:36:20,11/17/2021 10:58:57 p. m.,16.58,5.43,104.8,251.9,656,551,1.5,0.328,0.32,0,10.812,60.5,4.3
2021-11-17 22:36:25,11/17/2021 10:59:02 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.81,60.5,4.3
2021-11-17 22:36:30,11/17/2021 10:59:07 p. m.,16.58,5.43,104.8,251.9,656,551,1.5,0.328,0.32,0,10.809,60.4,4.29
2021-11-17 22:36:35,11/17/2021 10:59:12 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.809,60.7,4.31
2021-11-17 22:36:40,11/17/2021 10:59:17 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.811,62,4.41
2021-11-17 22:36:45,11/17/2021 10:59:22 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.809,61.9,4.4
2021-11-17 22:36:50,11/17/2021 10:59:27 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.809,61.6,4.38
2021-11-17 22:36:55,11/17/2021 10:59:32 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.808,61.5,4.37
2021-11-17 22:37:00,11/17/2021 10:59:37 p. m.,16.58,5.43,105,251.9,656,551,1.5,0.328,0.32,0,10.809,62.1,4.41
2021-11-17 22:37:05,11/17/2021 10:59:42 p. m.,16.58,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.809,62.1,4.41
2021-11-17 22:37:10,11/17/2021 10:59:47 p. m.,16.57,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.809,61.7,4.39
2021-11-17 22:37:15,11/17/2021 10:59:52 p. m.,16.57,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.81,62.2,4.42
2021-11-17 22:37:20,11/17/2021 10:59:57 p. m.,16.57,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.809,63,4.48
2021-11-17 22:37:25,11/17/2021 11:00:02 p. m.,16.57,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.81,63.3,4.5
2021-11-17 22:37:30,11/17/2021 11:00:07 p. m.,16.57,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.81,62.9,4.47
2021-11-17 22:37:35,11/17/2021 11:00:12 p. m.,16.57,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.809,62.3,4.43
2021-11-17 22:37:40,11/17/2021 11:00:17 p. m.,16.58,5.43,104.9,251.8,656,551,1.5,0.328,0.32,0,10.812,61.7,4.39
2021-11-17 22:37:45,11/17/2021 11:00:22 p. m.,16.57,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.811,61,4.34
2021-11-17 22:37:50,11/17/2021 11:00:27 p. m.,16.57,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.811,60.7,4.31
2021-11-17 22:37:55,11/17/2021 11:00:32 p. m.,16.58,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.811,60.5,4.3
2021-11-17 22:38:00,11/17/2021 11:00:37 p. m.,16.57,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.809,60.1,4.27
2021-11-17 22:38:05,11/17/2021 11:00:42 p. m.,16.57,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.808,59.9,4.26
2021-11-17 22:38:10,11/17/2021 11:00:47 p. m.,16.57,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.808,59.7,4.24
2021-11-17 22:38:15,11/17/2021 11:00:52 p. m.,16.57,5.43,104.9,251.9,656,551,1.5,0.328,0.32,0,10.808,59.5,4.23
2021-11-17 22:38:20,11/17/2021 11:00:57 p. m.,16.57,5.43,104.8,252,656,551,1.5,0.328,0.32,0,10.808,59.5,4.23
2021-11-17 22:38:25,11/17/2021 11:01:02 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.809,59.3,4.21
2021-11-17 22:38:30,11/17/2021 11:01:07 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.809,59,4.19
2021-11-17 22:38:35,11/17/2021 11:01:12 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,58.6,4.17
2021-11-17 22:38:40,11/17/2021 11:01:17 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.807,59.4,4.22
2021-11-17 22:38:45,11/17/2021 11:01:22 p. m.,16.57,5.43,105,252,656,551,1.5,0.328,0.32,0,10.809,61.3,4.36
2021-11-17 22:38:50,11/17/2021 11:01:27 p. m.,16.57,5.43,104.8,252,656,551,1.5,0.328,0.32,0,10.808,61.4,4.37
2021-11-17 22:38:55,11/17/2021 11:01:32 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,60.9,4.33
2021-11-17 22:39:00,11/17/2021 11:01:37 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.809,60.6,4.31
2021-11-17 22:39:05,11/17/2021 11:01:42 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.81,60.8,4.32
2021-11-17 22:39:10,11/17/2021 11:01:47 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.809,61.3,4.36
2021-11-17 22:39:15,11/17/2021 11:01:52 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.807,60.9,4.33
2021-11-17 22:39:20,11/17/2021 11:01:57 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.809,60.8,4.32
2021-11-17 22:39:25,11/17/2021 11:02:02 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,60.6,4.31
2021-11-17 22:39:30,11/17/2021 11:02:07 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,60.4,4.29
2021-11-17 22:39:35,11/17/2021 11:02:12 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.809,60,4.27
2021-11-17 22:39:40,11/17/2021 11:02:17 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,59.8,4.25
2021-11-17 22:39:45,11/17/2021 11:02:22 p. m.,16.57,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.807,59.6,4.23
2021-11-17 22:39:50,11/17/2021 11:02:27 p. m.,16.56,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.805,59.4,4.22
2021-11-17 22:39:55,11/17/2021 11:02:32 p. m.,16.56,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.807,59.4,4.22
2021-11-17 22:40:00,11/17/2021 11:02:37 p. m.,16.56,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.806,59.7,4.24
2021-11-17 22:40:05,11/17/2021 11:02:42 p. m.,16.56,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,60.2,4.28
2021-11-17 22:40:10,11/17/2021 11:02:47 p. m.,16.56,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,61.9,4.4
2021-11-17 22:40:15,11/17/2021 11:02:52 p. m.,16.56,5.43,104.8,252,656,551,1.5,0.328,0.32,0,10.806,62,4.41
2021-11-17 22:40:20,11/17/2021 11:02:57 p. m.,16.56,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.806,61.4,4.36
2021-11-17 22:40:25,11/17/2021 11:03:02 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.805,60.9,4.33
2021-11-17 22:40:30,11/17/2021 11:03:07 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.805,60.7,4.31
2021-11-17 22:40:35,11/17/2021 11:03:12 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.804,60.7,4.31
2021-11-17 22:40:40,11/17/2021 11:03:17 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.804,60.8,4.32
2021-11-17 22:40:45,11/17/2021 11:03:22 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.805,60.9,4.33
2021-11-17 22:40:50,11/17/2021 11:03:27 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.805,61.1,4.34
2021-11-17 22:40:55,11/17/2021 11:03:32 p. m.,16.55,5.43,104.9,252.1,656,551,1.5,0.328,0.32,0,10.804,61.1,4.34
2021-11-17 22:41:00,11/17/2021 11:03:37 p. m.,16.55,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.807,61.2,4.35
2021-11-17 22:41:05,11/17/2021 11:03:42 p. m.,16.55,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.808,61.3,4.36
2021-11-17 22:41:10,11/17/2021 11:03:47 p. m.,16.55,5.43,104.9,252.1,656,551,1.5,0.328,0.32,0,10.81,61.1,4.35
2021-11-17 22:41:15,11/17/2021 11:03:52 p. m.,16.55,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.81,62.1,4.42
2021-11-17 22:41:20,11/17/2021 11:03:57 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.811,63.4,4.51
2021-11-17 22:41:25,11/17/2021 11:04:02 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.809,62.6,4.45
2021-11-17 22:41:30,11/17/2021 11:04:07 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.808,62.1,4.42
2021-11-17 22:41:35,11/17/2021 11:04:12 p. m.,16.56,5.43,105,252.1,656,551,1.5,0.328,0.32,0,10.807,61.5,4.37
2021-11-17 22:41:40,11/17/2021 11:04:17 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.807,61.5,4.37
2021-11-17 22:41:45,11/17/2021 11:04:22 p. m.,16.55,5.43,104.8,252,656,551,1.5,0.328,0.32,0,10.806,61.7,4.38
2021-11-17 22:41:50,11/17/2021 11:04:27 p. m.,16.55,5.43,104.9,252,656,551,1.5,0.328,0.32,0,10.808,61.6,4.38
2021-11-17 22:41:55,11/17/2021 11:04:32 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.808,61.4,4.36
2021-11-17 22:42:00,11/17/2021 11:04:37 p. m.,16.55,5.43,105.1,252,656,551,1.5,0.328,0.32,0,10.807,61.1,4.35
2021-11-17 22:42:05,11/17/2021 11:04:42 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.807,61.9,4.4
2021-11-17 22:42:10,11/17/2021 11:04:47 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.806,61.8,4.39
2021-11-17 22:42:15,11/17/2021 11:04:52 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.803,61.5,4.37
2021-11-17 22:42:20,11/17/2021 11:04:57 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.808,61.2,4.35
2021-11-17 22:42:25,11/17/2021 11:05:02 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.806,61.1,4.34
2021-11-17 22:42:30,11/17/2021 11:05:07 p. m.,16.55,5.43,105,252,656,551,1.5,0.328,0.32,0,10.808,61.1,4.34
2021-11-17 22:42:35,11/17/2021 11:05:12 p. m.,16.54,5.43,105,252,656,551,1.5,0.328,0.32,0,10.808,61.7,4.38
2021-11-17 22:42:40,11/17/2021 11:05:17 p. m.,16.54,5.43,105,252,656,550,1.5,0.328,0.32,0,10.81,62.3,4.43
2021-11-17 22:42:45,11/17/2021 11:05:22 p. m.,16.55,5.43,105,252,656,550,1.5,0.328,0.32,0,10.807,62.1,4.42
2021-11-17 22:42:50,11/17/2021 11:05:27 p. m.,16.55,5.43,105,252,656,550,1.5,0.328,0.32,0,10.809,61.7,4.38
2021-11-17 22:42:55,11/17/2021 11:05:32 p. m.,16.54,5.43,105,252,656,550,1.5,0.328,0.32,0,10.807,61.5,4.37
2021-11-17 22:43:00,11/17/2021 11:05:37 p. m.,16.54,5.43,105,252,656,550,1.5,0.328,0.32,0,10.809,61.3,4.36
2021-11-17 22:43:05,11/17/2021 11:05:42 p. m.,16.54,5.43,105,252,656,550,1.5,0.328,0.32,0,10.809,61.1,4.34
